Sectorial Entidad Proyecto Fuente,,,,INICIAL,Codificado Enero,Devengado Enero,Pagado Enero,Codificado Febrero,Devengado Febrero,Pagado Febrero,Codificado Marzo,Devengado Marzo,Pagado Marzo,Codificado Abril,Devengado Abril,Pagado Abril,Codificado Mayo,Devengado Mayo,Pagado Mayo,Codificado Junio,Devengado Junio,Pagado Junio,Codificado Julio,Devengado Julio,Pagado Julio,Codificado Agosto,Devengado Agosto,Pagado Agosto,Codificado Septiembre,Devengado Septiembre,Pagado Septiembre,Codificado Octubre,Devengado Octubre,Pagado Octubre,Codificado Noviembre,Devengado Noviembre,Pagado Noviembre,Codificado Diciembre,Devengado Diciembre,Pagado Diciembre
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,486858.85,0,0,510658.85,0,0,510658.85,23800,0,510658.85,264802.7,23800,510658.85,264802.7,23800,510658.85,332802.7,264802.7,510658.85,332802.7,264802.7,510658.85,510658.85,264802.7
,,003  - CONSTRUCCION Y EQUIPAMIENTO DEL CENTRO DE INVESTIG,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32463.82,0,0,32464.82,0,0,32464.82,0,0,32464.82,0,0,32464.82,0,0,32464.82,32463.83,6283.32,32464.82,32463.83,32463.83
,,,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,70000,0,0,70000,0,0,70000,0,0,70000,0,0,6594830.96,0,0,6244048.14,0,0,6244048.14,1273364.55,1273364.55,6244048.14,1273364.55,1273364.55,6244048.14,1273364.55,1273364.55,6087928.36,1517137.13,1517137.13,6087928.36,1766142.95,1735029.54
,,,003 - Recursos Provenientes de Preasignaciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38216.54,0,0,38216.54,0,0,38216.54,0,0,38216.54,0,0,38216.54,0,0,38216.54,0,0,38216.54,0,0
,,,201 - Colocaciones Externas,29796.37,29796.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504149.11,0,0,504149.11,0,0,504149.11,0,0,504149.11,0,0,504149.11,0,0,504149.11,0,0,504149.11,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,2462634.77,0,0,2462634.77,0,0,2462634.77,0,0,2462634.77,1026906.9,1026906.9,2462634.77,1026906.9,1026906.9,2462634.77,1026906.9,1026906.9,2462634.77,1249678.21,1223497.71,2462634.77,1487959.3,1415361.33
,,008  - PROYECTO DE INVERSION PARA LA IMPLEMENTACION DE LA SEGUNDA FASE DEL CAMPUS DE LA NUEVA SEDE ESPE LATACUNGA,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,86511,0,0,86511,0,0,86511,0,0,86511,0,0,86511,0,0,86511,23956.74,6844.8,86511,31942.32,26238.34,86511,31942.32,31942.32,86511,31942.32,31942.32,86511,39927.9,39927.9,86511,39927.9,39927.9
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,73201.18,0,0,73201.18,0,0,73201.18,39927.84,0,73201.18,53237.12,39927.84,73201.18,53237.12,53237.12,73201.18,53237.12,53237.12,99819.75,66546.4,66546.4,99819.75,66546.4,66546.4
,,017  - INDEMNIZACIONES DEL PERSONAL DE LA UNIVERSIDAD DE,201 - Colocaciones Externas,314916.26,314916.26,0,0,0,0,0,1231191,0,0,1231191,0,0,1231191,0,0,1231191,0,0,1231191,99633.31,53100,1231191,99633.31,99633.31,1231191,574976.03,134000.81,1231191,605213.53,393698.53,1231191,785222.33,618601.91,1231191,1044581.41,1044581.41
,,017  - PROYECTO DE EXCELENCIA,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65129.56,0,0,65129.56,16688.17,884.01
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178759.49,0,0,1178759.49,1178759.49,1178759.49
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400496.56,0,0,1400496.56,1328823.64,0
,,018  - FORTALECIMIENTO DE LA INFRAESTRUCTURA ACADEMICA DE,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7162.25,0,0,7162.25,7162.25,2046.36,7162.25,7162.25,7162.25,7162.25,7162.25,7162.25,7162.25,7162.25,7162.25,7162.25,7162.25,7162.25,7162.25,7162.25,7162.25
,,,201 - Colocaciones Externas,52637.31,52637.31,0,0,61907.47,0,0,61907.47,0,0,61907.47,0,0,61907.47,0,0,61907.47,0,0,61907.47,0,0,61907.47,0,0,61907.47,0,0,61907.47,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3821.58,0,0,3821.58,0,0,3821.58,0,0,3821.58,0,0,3821.58,0,0,3821.58,0,0,3821.58,3821.58,3821.58
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18306.37,0,0,18306.37,11937.07,0,18306.37,11937.07,11937.07,18306.37,11937.07,11937.07,18306.37,11937.07,11937.07,18306.37,11937.07,11937.07,18306.37,18306.37,18306.37
,,023  - DISEÃ`O IMPLEMTACION ADECUACION Y EQUIPAMIENTO DE L,201 - Colocaciones Externas,135374.42,135374.42,0,0,124321,0,0,30568,0,0,30568,0,0,30568,0,0,30568,0,0,30568,0,0,30568,0,0,30568,0,0,30568,0,0,30568,0,0,30568,30567.75,30567.75
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30567.75,0,0,30567.75,0,0,30567.75,0,0,30567.75,0,0,30567.75,0,0,30567.75,0,0,30567.75,0,0
,,026  - PORTAFOLIO DE PROYECTO DE INVESTIGACION,201 - Colocaciones Externas,28453.84,28453.84,0,0,460616,0,0,460626,0,0,460626,0,0,460626,0,0,460626,0,0,460626,0,0,460626,0,0,460626,1464.84,156.94,460626,6131.57,4329.57,433141.14,22870.78,8702.36,433141.14,92315.35,92315.35
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33935.68,0,0,34983.63,0,0,34983.63,0,0,34983.63,0,0,34983.63,0,0,34983.63,0,0,34983.63,0,0
,,028  - MOVILIDAD Y PUBLICACIONES INDEXADAS 2020,201 - Colocaciones Externas,0,0,0,0,205000,0,0,205000,0,0,205000,0,0,205000,0,0,205000,0,0,205000,0,0,205000,1394.58,1394.58,205000,3242.89,2842.89,205000,5829.28,3242.89,45000,18447.67,6732.28,45000,21355.47,21355.47
,,029  - PROYECTO DE INVERSION: BECAS CUARTO NIVEL 2020,201 - Colocaciones Externas,0,0,0,0,756247,0,0,850000,0,0,850000,55457.34,53573.6,850000,58133.74,55457.34,850000,65386.54,58133.74,850000,87654.49,58133.74,850000,90878.8,90878.8,850000,94078.8,94078.8,850000,94078.8,94078.8,216000,114645.04,106568.8,216000,141477.89,141477.89
,,033  - SISTEMA NACIONAL DE NIVELACION Y ADMISION,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350782.82,0,0,350782.82,0,0,350782.82,0,0,350782.82,0,0,438650.97,0,0,438650.97,21265.38,21265.38
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4337.72,0,0,4337.72,4337.72,464.76,4337.72,4337.72,4337.72,4337.72,4337.72,4337.72
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22668.59,0,0,22668.59,0,0,22668.59,0,0,22668.59,0,0,150810.59,0,0,150810.59,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,17149.5,0,0,17149.5,0,0,17149.5,0,0,17149.5,0,0,17149.5,0,0,17149.5,0,0,17149.5,0,0,17149.5,17149.5,17149.5
,,035  - PROGRAMAS ACADEMICOS DE POSGRADO 2018,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,35198,0,0,35198,0,0,35198,0,0,35198,0,0,545565.04,5170,0,545565.04,32152.2,7812.5,545565.04,54207.7,46439.7,545565.04,76174.03,66797.63,545565.04,93428.6,85516.6,545565.04,127465.43,115055.33,545565.04,145603.43,144890.93
,,,201 - Colocaciones Externas,750000,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,037  - PROYECTO DE INVERSION PARA LA IMPLEMENTACION DE LA,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156314.46,0,0,156314.46,0,0,156314.46,0,0,156314.46,0,0,156314.46,0,0,156314.46,0,0,156314.46,84899.39,84899.39
,,,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218820.69,0,0,218820.69,0,0,218820.69,0,0,218820.69,0,0,218820.69,0,0,218820.69,0,0,218820.69,151748.28,151748.28
,,,201 - Colocaciones Externas,204781,204781,0,0,204781,0,0,204781,0,0,204781,0,0,204781,0,0,204781,0,0,204781,0,0,204781,0,0,204781,0,0,204781,0,0,204781,0,0,204781,0,0
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460486.77,0,0,460486.77,0,0,460486.77,0,0,460486.77,0,0,460486.77,0,0,460486.77,0,0,460486.77,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216149.65,0,0,216149.65,0,0,216149.65,0,0,216149.65,0,0,216149.65,0,0,640380.9,0,0,640380.9,190844.91,190844.91
,,039  - OFERTA DE PROGRAMAS DE EDUCACION CONTINUA,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,280000,0,0,280000,0,0,280000,0,0,280000,0,0,310653.92,0,0,310653.92,0,0,310653.92,0,0,310653.92,0,0,310653.92,0,0,310653.92,0,0,310653.92,0,0
,,,201 - Colocaciones Externas,161845.06,161845.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,040  - FORTAFOLIO DE VINCULACION CON LA SOCIEDAD,201 - Colocaciones Externas,13998.07,13998.07,0,0,58902.4,0,0,60000,0,0,60000,0,0,60000,0,0,60000,0,0,60000,0,0,60000,0,0,60000,0,0,60000,0,0,35841.46,0,0,35841.46,23514.87,23514.87
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4060.72,0,0,4060.72,0,0,4060.72,0,0,4060.72,0,0,4060.72,0,0,4060.72,0,0,4060.72,2953.6,2953.6
,,040  - PROYECTO RENOVACION DEL EQUIPAMIENTO DE LOS LABORA,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116398.68,0,0,116397.68,0,0,116397.68,19693.8,5626.8,116397.68,19693.8,19693.8,116397.68,19693.8,19693.8,116397.68,36676.08,24711.48,116397.68,113078.58,113078.58
,,,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385863.25,0,0,385863.25,0,0,385863.25,0,0,385863.25,0,0,385863.25,0,0,385863.25,0,0,385863.25,0,0
,,,201 - Colocaciones Externas,695010,695010,0,0,624172.46,0,0,1733557,0,0,1733557,0,0,1733557,0,0,1733557,0,0,1733557,0,0,1733557,0,0,1729219.28,0,0,1729219.28,134016.44,129625.92,1594979.46,210400.42,142200.44,1594979.46,295868.33,282035.73
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890373.57,0,0,866657.03,0,0,866657.03,0,0,866657.03,0,0,866657.03,0,0,866657.03,0,0,866657.03,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,143498.93,0,0,143498.93,0,0,143498.93,0,0,143498.93,32823,0,143498.93,32823,32823,143498.93,32823,32823,143498.93,62672.4,32823,143498.93,143498.93,143498.93
,,041  - PLATAFORMA DE APOYO A LA FORMACION Y SENSIBILIZACION AL DIAGNOSTICO DE UNA ESRATEGIA DE CONTROL DE LA BRUCELOSIS,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,240184,0,0,240184,0,0,240184,0,0,240184,0,0,240184,0,0,240184,92363.7,9896.11,240184,92363.7,89189.7,240184,94337.21,92575.15,240184,94337.21,94337.21,243306.07,94337.21,94337.21,243306.07,131214.86,131214.86
,,042  - OFERTA DE PROGRAMAS DE CUARTO NIVEL,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,609802,0,0,639802,0,0,639802,0,0,639802,0,0,861421.69,41084.5,6050,861421.69,76955.42,39779,861421.69,116409.21,92502.52,861421.69,149823.57,138547.97,861421.69,248185.56,206592.56,861421.69,345592.24,320050.54,861421.69,382334.25,380446.75
,,,201 - Colocaciones Externas,675000,675000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,043  - FORTALECIMEINTO DE LA INFRAESTRUCTURA TECNOLOGICA,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4375,0,0,4375,0,0,4375,3500,3500,4375,3500,3500,4375,3500,3500,4375,3500,3500,4375,3500,3500
,,,201 - Colocaciones Externas,184135,184135,0,0,0,0,0,45910,0,0,45910,0,0,45910,0,0,45910,0,0,45910,0,0,45910,0,0,45910,0,0,45910,20536.32,2200.32,22094.2,22094.2,20703.24,22094.2,22094.2,22094.2
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45909.72,0,0,45909.72,0,0,45909.72,0,0,45909.72,0,0,45909.72,0,0,45909.72,0,0,45909.72,0,0
,,046  - AMPLIACION DE LA OFERTA DE CARRERAS Y PROGRAMAS PUBLICOS CON CALIDAD Y PERTINENCIA,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63022,0,0,63022,0,0,63022,61167,40780,63022,63022,63022,63022,63022,63022
,,047  - BECAS PARA ESTUDIANTES AÑO 2020,201 - Colocaciones Externas,0,0,0,0,750000,0,0,750000,0,0,750000,0,0,750000,150727,4400,750000,165727,150527,750000,165527,165527,750000,311527,309527,750000,311527,311027,750000,311527,311027,636847,311527,311527,636847,311527,311527
,,048  - PROGRAMA ACADEMICOS DE POSGRADO 2020,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,1437959,0,0,1707804,48473.45,24847.28,1707804,73224.58,49598.41,1707804,97420.68,75920.85,1757804,121631.69,100663.44,1757804,145707.85,123036.12,1757804,172153,151184.75,1757804,197822.51,175619.26,1757804,229524.02,221978.02,1757804,265816.75,239949.1,1757804,327947.68,323467.68
,,099  - ANTICIPO POR DEVENGAR DE EJERCICIOS ANTERIORES,001 - Recursos Fiscales,561158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,002 - Recursos Fiscales generados por las Instituciones,2824081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,003 - Recursos Provenientes de Preasignaciones,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,3385557,0,0,3385557,0,0,3385557,0,0,3385557,0,0,202213.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,214 - INSTITUTO NACIONAL DE EVALUACION EDUCATIVA,001  - IMPLEMENTACION DE LA EVALUACION INTEGRAL DEL SISTE,202 - Préstamos Externos,4506918.47,4506918.47,25110.45,25110.45,4506918.47,72764.46,53560.46,4506918.47,234828.7,149879.85,4506918.47,1004419,831255.56,4506361.62,1211994.48,1124302.86,4506361.62,1394717.38,1386586.31,4506361.62,1436480.03,1420558.03,3948778.23,1565988.5,1458930.33,3948778.23,1739943.57,1611324.64,3944414.95,1915199.5,1914876.06,3534083.36,2162223.95,2098848.4,3060900.25,2426493.66,2426493.66
,232 - INSTITUTO DE ALTOS ESTUDIOS NACIONALES (IAEN),001  - FORTALECIMIENTO INSTITUCIONAL DEL IAEN,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,15706.53,0,0,15706.53,0,0,15706.53,0,0,15706.53,7081.18,0,15706.53,7081.18,7081.18,15706.53,7081.18,7081.18,15706.53,7081.18,7081.18,15706.53,7081.18,7081.18
,,,201 - Colocaciones Externas,241200,241200,0,0,241200,0,0,241200,0,0,241200,0,0,241200,52184.47,22732.87,241200,97452.63,27583.03,241200,97674.39,27606.79,241200,100395.23,97965.91,241200,100395.23,100395.23,241199.99,100395.23,100395.23,241199.99,106184.22,106184.22,241199.99,121175.36,121175.36
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123973.47,0,0,123973.47,0,0,123973.47,0,0,123973.47,0,0,123973.47,0,0,123973.47,3232.14,346.3,123973.47,36512.49,36512.49
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,18400,0,0,18400,0,0,18400,0,0,18400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,008  - FORTALECIMIENTO INSTITUCIONAL DEL IAEN,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18400,0,0,18400,0,0,18400,18400,0,18400,18400,18400,18400,18400,18400
,,099  - ANTICIPO POR DEVENGAR DE EJERCICIOS ANTERIORES,001 - Recursos Fiscales,18400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,18400,0,0,18400,0,0,18400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,233 - UNIVERSIDAD POLITECNICA ESTATAL DEL CARCHI,001  - CONSTRUCCION CAMPUS UNIVERSITARIO,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174389.47,67003.83,67003.83,174389.47,67003.83,67003.83,174389.47,98003.39,98003.39,174389.47,98003.39,98003.39,474391.97,137586.38,137586.38,474391.97,184909.11,142656.67,474391.97,192259.82,150007.38
,,,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,45391.89,0,0,45391.89,0,0,45391.89,0,0,45391.89,0,0,45391.89,0,0,45391.89,1893.92,202.92,45391.89,1893.92,1893.92,37779.37,1893.92,1893.92
,,,003 - Recursos Provenientes de Preasignaciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94455.67,0,0,94455.67,0,0,94455.67,0,0
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,91284,0,0,91284,0,0,91284,0,0,113284,0,0,113284,0,0,113284,12197.77,11001.48,113284,12197.77,12197.77,113284,12197.77,12197.77
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655883.09,0,0,655883.09,0,0,655883.09,0,0,655883.09,0,0,655883.09,0,0,655883.09,0,0,655883.09,203261.16,203261.16
,,,302 - Préstamos Internos,5280000,5280000,0,0,5280000,0,0,5280000,0,0,5280000,0,0,5280000,0,0,5280000,335019.14,0,2232420,335019.14,335019.14,2232420,490016.97,490016.97,2232420,490016.97,490016.97,2232420,687931.9,687931.9,2232420,934853.17,687931.9,1090011.8,934853.17,934853.17
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,1619386.92,0,0,1619386.92,0,0,1619386.92,0,0,1619386.92,223346.1,0,1619386.92,223346.1,223346.1,1619386.92,326678,326678,1619386.92,326678,326678,1619386.92,458621.29,458621.29,1619386.92,623235.47,458621.29,838146.56,695801.71,695801.71
,,003  - BECAS ESTUDIANTILES Y DOCENTES DE LA UPEC,201 - Colocaciones Externas,158000,158000,0,0,158000,0,0,158000,0,0,158000,0,0,158000,0,0,158000,0,0,158000,0,0,136000,37760,36480,136000,53760,53760,136000,53760,53760,136000,53760,53760,136000,135440,133840
,236 - INSTITUTO DE CINE Y CREACION AUDIOVISUAL,003  - FORTALECIMIENTO DE LA INDUSTRIA FILMICA Y AUDIOVIS,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,237240,237240,0,0,237240,1216.32,1216.32,237240,2432.64,2432.64,237240,2432.64,2432.64,207108.28,5686.24,5686.24,207108.28,5686.24,5686.24,5686.24,5686.24,5686.24,5686.24,5686.24,5686.24,5686.24,5686.24,5686.24,5686.24,5686.24,5686.24,5686.24,5686.24,5686.24,5686.24,5686.24,5686.24
,237 - CONSEJO DE ASEGURAMIENTO DE LA CALIDAD DE LA EDUCACION SUPERIOR,001  - PROGRAMA DE REFORMA INSTITUCIONAL DE LA GESTION PUBLICA,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,250 - CASA DE LA CULTURA ECUATORIANA BENJAMIN CARRION,002  - PROGRAMA DE REFORMA INSTITUCIONAL DE LA GESTION PUBLICA,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86140,86140,86140
,255 - SECRETARIA DEL SISTEMA DE EDUCACION INTERCULTURAL BILINGUE,001  - PROGRAMA DE REFORMA INSTITUCIONAL DE LA GESTION PUBLICA,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430305,333935.94,333935.94
,584 - UNIVERSIDAD INTERCULTURAL DE LAS NACIONALIDADES Y PUEBLOS INDIGENAS AMAWTAY WASI,001  - INSTITUCIONALIZACION DE LA UNIVERSIDAD PUBLICA INT,001 - Recursos Fiscales,0,0,0,0,0,0,0,151097.82,79884.57,48440.6,151097.82,82592.15,80209.75,151097.82,82593.9,82592.15,151097.82,94128.78,93784.87,151097.82,143278.27,95079.57,151097.82,143622.18,143622.18,151097.82,143626.11,143626.11,151097.82,144496.93,144496.93,151097.82,144496.93,144496.93,151097.82,144496.93,144496.93
,,,202 - Préstamos Externos,712968.4,712968.4,0,0,712968.4,0,0,712968.4,0,0,561870.58,27963.18,0,561870.58,28959.26,28959.26,561870.58,80073.17,50104.18,561870.58,80073.17,80073.17,561870.58,148644.15,117171.47,561870.58,183798.23,151616.45,561870.58,220098.81,219919.81,561870.58,309109.24,261743.96,561870.58,530341.91,530341.91
,610 - INSTITUTO DE FOMENTO A LA CREATIVIDAD Y LA INNOVACION,001  - PROGRAMA DE REFORMA INSTITUCIONAL DE LA GESTION PUBLICA,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774273.97,0,0,774273.97,774273.97,774273.97,865133.97,774273.97,774273.97,865133.97,865133.97,865133.97
,,003  - FORTALECIMIENTO DE LA INDUSTRIA FILMICA Y AUDIOVISUAL ECUATORIANA A TRAVES DE SU POSICIONAMIENTO Y DIFUSION A NI,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191566.04,0,0,191566.04,16833.68,260.64,191566.04,177699.64,2520.6,191566.04,177699.64,177699.64,191566.04,177699.64,177699.64,191566.04,181453.88,181453.88
10 - SECTORIAL BIENESTAR SOCIAL,274 - INSTITUTO NACIONAL DE ECONOMIA POPULAR Y SOLIDARIA - IEPS,001  - FORTALECIMIENTO DE ACTORES RURALES DE LA EPS,202 - Préstamos Externos,2000000,2000000,19633.98,0,2000000,40883.44,40578.44,2000000,46106.41,43882.67,2000000,68332.65,67186,2000000,112865.34,90919.9,2000000,114206.81,114081.98,2000000,133474.8,133349.97,2000000,157311.99,154472.72,2000000,194290.5,176295.15,1947755.52,262374.62,258646.27,1947755.52,609242.81,263579.81,1947755.52,745439.44,740898.61
,,,701 - Asistencia Tecnica y Donaciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,001  - PROGRAMA DE REFORMA INSTITUCIONAL DE LA GESTION PUBLICA,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71162,0,0,71162,66997,66997,71162,66997,66997
,280 - MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL,001  - AMPLIACIÃ¿N DE CAPACIDADES DE LAS PERSONAS CON DISC,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,7322135.08,7322135.09,27521.88,0,7322135.09,74918.93,55558.59,7295795.47,216508.16,111809.86,7295795.47,254954.3,219396.66,7295795.47,295159.34,278923.07,7252039.58,1437259.66,1413826.26,7143720.96,3217758.55,1441606.9,7128695.55,3364882.71,1616264.5,7128695.55,3642348.59,1850631.92,7168083.04,4302546.89,3736545.63,7168083.04,4966820.52,3983669.1,7054398.72,5879411.79,5835883.3
,,001  - ESTRATEGIA DE MEJORAMIENTO DEL TALENTO HUMANO DE L,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
