id,text,lemmas
G10T4,"Reducir la desigualdad en y entre los países. Adoptar políticas, especialmente fiscales, salariales y de protección social, y lograr progresivamente una mayor igualdad. Reducir la desigualdad en y entre los países","[('reducir', 'VERB'), ('el', 'DET'), ('desigualdad', 'NOUN'), ('en', 'ADP'), ('y', 'CCONJ'), ('entre', 'ADP'), ('país', 'NOUN'), ('.', 'PUNCT'), ('adoptar', 'VERB'), ('política', 'NOUN'), (',', 'PUNCT'), ('especialmente', 'ADV'), ('fiscal', 'ADJ'), ('salarial', 'ADJ'), ('de', 'ADP'), ('protección', 'NOUN'), ('social', 'ADJ'), ('lograr', 'VERB'), ('progresivamente', 'ADV'), ('uno', 'DET'), ('mayor', 'ADJ'), ('igualdad', 'NOUN')]"
G10T5,Reducir la desigualdad en y entre los países. Mejorar la reglamentación y vigilancia de las instituciones y los mercados financieros mundiales y fortalecer la aplicación de esos reglamentos. Reducir la desigualdad en y entre los países,"[('reducir', 'VERB'), ('el', 'DET'), ('desigualdad', 'NOUN'), ('en', 'ADP'), ('y', 'CCONJ'), ('entre', 'ADP'), ('país', 'NOUN'), ('.', 'PUNCT'), ('mejorar', 'VERB'), ('reglamentación', 'NOUN'), ('vigilancia', 'NOUN'), ('de', 'ADP'), ('institución', 'NOUN'), ('mercado', 'NOUN'), ('financiero', 'ADJ'), ('mundial', 'ADJ'), ('fortalecer', 'VERB'), ('aplicación', 'NOUN'), ('ese', 'DET'), ('reglamento', 'NOUN')]"
G10T6,"Reducir la desigualdad en y entre los países. Asegurar una mayor representación e intervención de los países en desarrollo en las decisiones adoptadas por las instituciones económicas y financieras internacionales para aumentar la eficacia, fiabilidad, rendición de cuentas y legitimidad de esas instituciones. Reducir la desigualdad en y entre los países","[('reducir', 'VERB'), ('el', 'DET'), ('desigualdad', 'NOUN'), ('en', 'ADP'), ('y', 'CCONJ'), ('entre', 'ADP'), ('país', 'NOUN'), ('.', 'PUNCT'), ('asegurar', 'VERB'), ('uno', 'DET'), ('mayor', 'ADJ'), ('representación', 'NOUN'), ('e', 'CCONJ'), ('intervención', 'NOUN'), ('de', 'ADP'), ('desarrollo', 'NOUN'), ('decisión', 'NOUN'), ('adoptado', 'ADJ'), ('por', 'ADP'), ('institución', 'NOUN'), ('económico', 'ADJ'), ('financiero', 'ADJ'), ('internacional', 'ADJ'), ('para', 'ADP'), ('aumentar', 'VERB'), ('eficacia', 'NOUN'), (',', 'PUNCT'), ('fiabilidad', 'NOUN'), ('rendición', 'NOUN'), ('cuenta', 'NOUN'), ('legitimidad', 'NOUN'), ('ese', 'DET')]"
G10T7,"Reducir la desigualdad en y entre los países. Facilitar la migración y la movilidad ordenadas, seguras, regulares y responsables de las personas, incluso mediante la aplicación de políticas migratorias planificadas y bien gestionadas. Reducir la desigualdad en y entre los países","[('reducir', 'VERB'), ('el', 'DET'), ('desigualdad', 'NOUN'), ('en', 'ADP'), ('y', 'CCONJ'), ('entre', 'ADP'), ('país', 'NOUN'), ('.', 'PUNCT'), ('facilitar', 'VERB'), ('migración', 'NOUN'), ('movilidad', 'NOUN'), ('ordenado', 'ADJ'), (',', 'PUNCT'), ('seguro', 'ADJ'), ('regular', 'ADJ'), ('responsable', 'ADJ'), ('de', 'ADP'), ('persona', 'NOUN'), ('incluso', 'ADV'), ('mediante', 'ADP'), ('aplicación', 'NOUN'), ('política', 'NOUN'), ('migratorio', 'ADJ'), ('planificado', 'ADJ'), ('bien', 'ADV'), ('gestionado', 'ADJ')]"
G10T8,"Reducir la desigualdad en y entre los países. Aplicar el principio del trato especial y diferenciado para los países en desarrollo, en particular los países menos adelantados, de conformidad con los acuerdos de la Organización Mundial del Comercio. Reducir la desigualdad en y entre los países","[('reducir', 'VERB'), ('el', 'DET'), ('desigualdad', 'NOUN'), ('en', 'ADP'), ('y', 'CCONJ'), ('entre', 'ADP'), ('país', 'NOUN'), ('.', 'PUNCT'), ('aplicar', 'VERB'), ('principio', 'NOUN'), ('del', 'ADP'), ('trato', 'NOUN'), ('especial', 'ADJ'), ('diferenciado', 'ADJ'), ('para', 'ADP'), ('desarrollo', 'NOUN'), (',', 'PUNCT'), ('particular', 'NOUN'), ('menos', 'ADV'), ('adelantado', 'ADJ'), ('de', 'ADP'), ('conformidad', 'NOUN'), ('con', 'ADP'), ('acuerdo', 'NOUN'), ('Organización', 'PROPN'), ('Mundial', 'PROPN'), ('Comercio', 'PROPN')]"
G10T9,"Reducir la desigualdad en y entre los países. Fomentar la asistencia oficial para el desarrollo y las corrientes financieras, incluida la inversión extranjera directa, para los Estados con mayores necesidades, en particular los países menos adelantados, los países africanos, los pequeños Estados insulares en desarrollo y los países en desarrollo sin litoral, en consonancia con sus planes y programas nacionales. Reducir la desigualdad en y entre los países","[('reducir', 'VERB'), ('el', 'DET'), ('desigualdad', 'NOUN'), ('en', 'ADP'), ('y', 'CCONJ'), ('entre', 'ADP'), ('país', 'NOUN'), ('.', 'PUNCT'), ('fomentar', 'VERB'), ('asistencia', 'NOUN'), ('oficial', 'ADJ'), ('para', 'ADP'), ('desarrollo', 'NOUN'), ('corriente', 'NOUN'), ('financiero', 'ADJ'), (',', 'PUNCT'), ('incluir', 'VERB'), ('inversión', 'NOUN'), ('extranjero', 'ADJ'), ('directo', 'ADJ'), ('Estados', 'PROPN'), ('con', 'ADP'), ('mayor', 'ADJ'), ('necesidad', 'NOUN'), ('particular', 'NOUN'), ('menos', 'ADV'), ('adelantado', 'ADJ'), ('africano', 'ADJ'), ('pequeño', 'ADJ'), ('insular', 'ADJ'), ('sin', 'ADP'), ('litoral', 'NOUN'), ('consonancia', 'NOUN'), ('su', 'DET'), ('plan', 'NOUN'), ('programa', 'NOUN'), ('nacional', 'ADJ')]"
G10T10,"Reducir la desigualdad en y entre los países. De aquí a 2030, reducir a menos del 3% los costos de transacción de las remesas de los migrantes y eliminar los corredores de remesas con un costo superior al 5%. Reducir la desigualdad en y entre los países","[('reducir', 'VERB'), ('el', 'DET'), ('desigualdad', 'NOUN'), ('en', 'ADP'), ('y', 'CCONJ'), ('entre', 'ADP'), ('país', 'NOUN'), ('.', 'PUNCT'), ('de', 'ADP'), ('aquí', 'ADV'), ('a', 'ADP'), ('2030', 'NUM'), (',', 'PUNCT'), ('menos', 'ADV'), ('del', 'ADP'), ('3%', 'SYM'), ('costo', 'NOUN'), ('transacción', 'NOUN'), ('remesa', 'NOUN'), ('migrant', 'NOUN'), ('eliminar', 'VERB'), ('corredor', 'NOUN'), ('con', 'ADP'), ('uno', 'DET'), ('superior', 'ADJ'), ('al', 'ADP'), ('5%', 'SYM')]"
G11T1,"Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles. De aquí a 2030, asegurar el acceso de todas las personas a viviendas y servicios básicos adecuados, seguros y asequibles y mejorar los barrios marginales. Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles","[('lograr', 'VERB'), ('que', 'SCONJ'), ('el', 'DET'), ('ciudad', 'NOUN'), ('ser', 'AUX'), ('más', 'ADV'), ('inclusiva', 'ADJ'), (',', 'PUNCT'), ('seguro', 'ADJ'), ('resilient', 'ADJ'), ('y', 'CCONJ'), ('sostenible', 'ADJ'), ('.', 'PUNCT'), ('de', 'ADP'), ('aquí', 'ADV'), ('a', 'ADP'), ('2030', 'NUM'), ('asegurar', 'VERB'), ('acceso', 'NOUN'), ('todo', 'DET'), ('persona', 'NOUN'), ('vivienda', 'NOUN'), ('servicio', 'NOUN'), ('básico', 'ADJ'), ('adecuado', 'ADJ'), ('asequible', 'ADJ'), ('mejorar', 'VERB'), ('barrio', 'NOUN'), ('marginal', 'ADJ')]"
G11T2,"Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles. De aquí a 2030, proporcionar acceso a sistemas de transporte seguros, asequibles, accesibles y sostenibles para todos y mejorar la seguridad vial, en particular mediante la ampliación del transporte público, prestando especial atención a las necesidades de las personas en situación de vulnerabilidad, las mujeres, los niños, las personas con discapacidad y las personas de edad. Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles","[('lograr', 'VERB'), ('que', 'SCONJ'), ('el', 'DET'), ('ciudad', 'NOUN'), ('ser', 'AUX'), ('más', 'ADV'), ('inclusiva', 'ADJ'), (',', 'PUNCT'), ('seguro', 'ADJ'), ('resilient', 'ADJ'), ('y', 'CCONJ'), ('sostenible', 'ADJ'), ('.', 'PUNCT'), ('de', 'ADP'), ('aquí', 'ADV'), ('a', 'ADP'), ('2030', 'NUM'), ('proporcionar', 'VERB'), ('acceso', 'NOUN'), ('sistema', 'NOUN'), ('transporte', 'NOUN'), ('asequible', 'ADJ'), ('accesibl', 'ADJ'), ('para', 'ADP'), ('todo', 'PRON'), ('mejorar', 'VERB'), ('seguridad', 'NOUN'), ('vial', 'ADJ'), ('en', 'ADP'), ('particular', 'NOUN'), ('mediante', 'ADP'), ('ampliación', 'NOUN'), ('del', 'ADP'), ('público', 'ADJ'), ('prestar', 'VERB'), ('especial', 'ADJ'), ('atención', 'NOUN'), ('necesidad', 'NOUN'), ('persona', 'NOUN'), ('situación', 'NOUN'), ('vulnerabilidad', 'NOUN'), ('mujer', 'NOUN'), ('niño', 'NOUN'), ('con', 'ADP'), ('discapacidad', 'NOUN'), ('edad', 'NOUN')]"
G11T3,"Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles. De aquí a 2030, aumentar la urbanización inclusiva y sostenible y la capacidad para la planificación y la gestión participativas, integradas y sostenibles de los asentamientos humanos en todos los países. Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles","[('lograr', 'VERB'), ('que', 'SCONJ'), ('el', 'DET'), ('ciudad', 'NOUN'), ('ser', 'AUX'), ('más', 'ADV'), ('inclusiva', 'ADJ'), (',', 'PUNCT'), ('seguro', 'ADJ'), ('resilient', 'ADJ'), ('y', 'CCONJ'), ('sostenible', 'ADJ'), ('.', 'PUNCT'), ('de', 'ADP'), ('aquí', 'ADV'), ('a', 'ADP'), ('2030', 'NUM'), ('aumentar', 'VERB'), ('urbanización', 'NOUN'), ('inclusivo', 'ADJ'), ('capacidad', 'NOUN'), ('para', 'ADP'), ('planificación', 'NOUN'), ('gestión', 'NOUN'), ('participativo', 'ADJ'), ('integrado', 'ADJ'), ('asentamiento', 'NOUN'), ('humano', 'ADJ'), ('en', 'ADP'), ('todo', 'DET'), ('país', 'NOUN')]"
G11T4,"Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles. Redoblar los esfuerzos para proteger y salvaguardar el patrimonio cultural y natural del mundo. Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles","[('lograr', 'VERB'), ('que', 'SCONJ'), ('el', 'DET'), ('ciudad', 'NOUN'), ('ser', 'AUX'), ('más', 'ADV'), ('inclusiva', 'ADJ'), (',', 'PUNCT'), ('seguro', 'ADJ'), ('resilient', 'ADJ'), ('y', 'CCONJ'), ('sostenible', 'ADJ'), ('.', 'PUNCT'), ('Redoblar', 'PROPN'), ('esfuerzo', 'NOUN'), ('para', 'ADP'), ('proteger', 'VERB'), ('salvaguardar', 'VERB'), ('patrimonio', 'NOUN'), ('cultural', 'ADJ'), ('natural', 'ADJ'), ('del', 'ADP'), ('mundo', 'NOUN')]"
G11T5,"Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles. De aquí a 2030, reducir significativamente el número de muertes causadas por los desastres, incluidos los relacionados con el agua, y de personas afectadas por ellos, y reducir considerablemente las pérdidas económicas directas provocadas por los desastres en comparación con el producto interno bruto mundial, haciendo especial hincapié en la protección de los pobres y las personas en situaciones de vulnerabilidad. Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles","[('lograr', 'VERB'), ('que', 'SCONJ'), ('el', 'DET'), ('ciudad', 'NOUN'), ('ser', 'AUX'), ('más', 'ADV'), ('inclusiva', 'ADJ'), (',', 'PUNCT'), ('seguro', 'ADJ'), ('resilient', 'ADJ'), ('y', 'CCONJ'), ('sostenible', 'ADJ'), ('.', 'PUNCT'), ('de', 'ADP'), ('aquí', 'ADV'), ('a', 'ADP'), ('2030', 'NUM'), ('reducir', 'VERB'), ('significativamente', 'ADV'), ('número', 'NOUN'), ('muerte', 'NOUN'), ('causado', 'ADJ'), ('por', 'ADP'), ('desastre', 'NOUN'), ('incluir', 'VERB'), ('relacionado', 'ADJ'), ('con', 'ADP'), ('agua', 'NOUN'), ('persona', 'NOUN'), ('afectado', 'ADJ'), ('él', 'PRON'), ('considerablemente', 'ADV'), ('pérdida', 'NOUN'), ('económico', 'ADJ'), ('directo', 'ADJ'), ('provocado', 'ADJ'), ('en', 'ADP'), ('comparación', 'NOUN'), ('producto', 'NOUN'), ('interno', 'ADJ'), ('bruto', 'ADJ'), ('mundial', 'ADJ'), ('hacer', 'VERB'), ('especial', 'ADJ'), ('hincapié', 'NOUN'), ('protección', 'NOUN'), ('pobre', 'NOUN'), ('situación', 'NOUN'), ('vulnerabilidad', 'NOUN')]"
G11T6,"Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles. De aquí a 2030, reducir el impacto ambiental negativo per capita de las ciudades, incluso prestando especial atención a la calidad del aire y la gestión de los desechos municipales y de otro tipo. Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles","[('lograr', 'VERB'), ('que', 'SCONJ'), ('el', 'DET'), ('ciudad', 'NOUN'), ('ser', 'AUX'), ('más', 'ADV'), ('inclusiva', 'ADJ'), (',', 'PUNCT'), ('seguro', 'ADJ'), ('resilient', 'ADJ'), ('y', 'CCONJ'), ('sostenible', 'ADJ'), ('.', 'PUNCT'), ('de', 'ADP'), ('aquí', 'ADV'), ('a', 'ADP'), ('2030', 'NUM'), ('reducir', 'VERB'), ('impacto', 'NOUN'), ('ambiental', 'ADJ'), ('negativo', 'ADJ'), ('per', 'ADP'), ('capita', 'PROPN'), ('incluso', 'ADV'), ('prestar', 'VERB'), ('especial', 'ADJ'), ('atención', 'NOUN'), ('calidad', 'NOUN'), ('del', 'ADP'), ('aire', 'NOUN'), ('gestión', 'NOUN'), ('desecho', 'NOUN'), ('municipal', 'ADJ'), ('otro', 'DET'), ('tipo', 'NOUN')]"
G11T7,"Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles. De aquí a 2030, proporcionar acceso universal a zonas verdes y espacios públicos seguros, inclusivos y accesibles, en particular para las mujeres y los niños, las personas de edad y las personas con discapacidad. Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles","[('lograr', 'VERB'), ('que', 'SCONJ'), ('el', 'DET'), ('ciudad', 'NOUN'), ('ser', 'AUX'), ('más', 'ADV'), ('inclusiva', 'ADJ'), (',', 'PUNCT'), ('seguro', 'ADJ'), ('resilient', 'ADJ'), ('y', 'CCONJ'), ('sostenible', 'ADJ'), ('.', 'PUNCT'), ('de', 'ADP'), ('aquí', 'ADV'), ('a', 'ADP'), ('2030', 'NUM'), ('proporcionar', 'VERB'), ('acceso', 'NOUN'), ('universal', 'ADJ'), ('zona', 'NOUN'), ('verde', 'ADJ'), ('espacio', 'NOUN'), ('público', 'ADJ'), ('inclusivo', 'ADJ'), ('accesibl', 'ADJ'), ('en', 'ADP'), ('particular', 'NOUN'), ('para', 'ADP'), ('mujer', 'NOUN'), ('niño', 'NOUN'), ('persona', 'NOUN'), ('edad', 'NOUN'), ('con', 'ADP'), ('discapacidad', 'NOUN')]"
G11T8,"Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles. Apoyar los vínculos económicos, sociales y ambientales positivos entre las zonas urbanas, periurbanas y rurales fortaleciendo la planificación del desarrollo nacional y regional. Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles","[('lograr', 'VERB'), ('que', 'SCONJ'), ('el', 'DET'), ('ciudad', 'NOUN'), ('ser', 'AUX'), ('más', 'ADV'), ('inclusiva', 'ADJ'), (',', 'PUNCT'), ('seguro', 'ADJ'), ('resilient', 'ADJ'), ('y', 'CCONJ'), ('sostenible', 'ADJ'), ('.', 'PUNCT'), ('apoyar', 'VERB'), ('vínculo', 'NOUN'), ('económico', 'ADJ'), ('social', 'ADJ'), ('ambiental', 'ADJ'), ('positivo', 'ADJ'), ('entre', 'ADP'), ('zona', 'NOUN'), ('urbano', 'ADJ'), ('periurbana', 'ADJ'), ('rural', 'ADJ'), ('fortalecer', 'VERB'), ('planificación', 'NOUN'), ('del', 'ADP'), ('desarrollo', 'NOUN'), ('nacional', 'ADJ'), ('regional', 'ADJ')]"
G11T9,"Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles. De aquí a 2020, aumentar considerablemente el número de ciudades y asentamientos humanos que adoptan e implementan políticas y planes integrados para promover la inclusión, el uso eficiente de los recursos, la mitigación del cambio climático y la adaptación a él y la resiliencia ante los desastres, y desarrollar y poner en práctica, en consonancia con el Marco de Sendai para la Reducción del Riesgo de Desastres 2015-2030, la gestión integral de los riesgos de desastre a todos los niveles. Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles","[('lograr', 'VERB'), ('que', 'SCONJ'), ('el', 'DET'), ('ciudad', 'NOUN'), ('ser', 'AUX'), ('más', 'ADV'), ('inclusiva', 'ADJ'), (',', 'PUNCT'), ('seguro', 'ADJ'), ('resilient', 'ADJ'), ('y', 'CCONJ'), ('sostenible', 'ADJ'), ('.', 'PUNCT'), ('de', 'ADP'), ('aquí', 'ADV'), ('a', 'ADP'), ('2020', 'NOUN'), ('aumentar', 'VERB'), ('considerablemente', 'ADV'), ('número', 'NOUN'), ('asentamiento', 'NOUN'), ('humano', 'ADJ'), ('que', 'PRON'), ('adoptar', 'VERB'), ('e', 'CCONJ'), ('implementar', 'VERB'), ('política', 'NOUN'), ('plan', 'NOUN'), ('integrado', 'ADJ'), ('para', 'ADP'), ('promover', 'VERB'), ('inclusión', 'NOUN'), ('uso', 'NOUN'), ('eficiente', 'ADJ'), ('recurso', 'NOUN'), ('mitigación', 'NOUN'), ('del', 'ADP'), ('cambio', 'NOUN'), ('climático', 'ADJ'), ('adaptación', 'NOUN'), ('él', 'PRON'), ('resiliencia', 'NOUN'), ('ante', 'ADP'), ('desastre', 'NOUN'), ('desarrollar', 'VERB'), ('poner', 'VERB'), ('en', 'ADP'), ('práctica', 'NOUN'), ('consonancia', 'NOUN'), ('con', 'ADP'), ('Marco', 'PROPN'), ('Sendai', 'PROPN'), ('Reducción', 'PROPN'), ('Riesgo', 'PROPN'), ('Desastres', 'PROPN'), ('2015-2030', 'PROPN'), ('gestión', 'NOUN'), ('integral', 'ADJ'), ('riesgo', 'NOUN'), ('todo', 'DET'), ('nivel', 'NOUN')]"
G11T10,"Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles. Proporcionar apoyo a los países menos adelantados, incluso mediante asistencia financiera y técnica, para que puedan construir edificios sostenibles y resilientes utilizando materiales locales. Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenibles","[('lograr', 'VERB'), ('que', 'SCONJ'), ('el', 'DET'), ('ciudad', 'NOUN'), ('ser', 'AUX'), ('más', 'ADV'), ('inclusiva', 'ADJ'), (',', 'PUNCT'), ('seguro', 'ADJ'), ('resilient', 'ADJ'), ('y', 'CCONJ'), ('sostenible', 'ADJ'), ('.', 'PUNCT'), ('proporcionar', 'VERB'), ('apoyo', 'NOUN'), ('a', 'ADP'), ('país', 'NOUN'), ('menos', 'ADV'), ('adelantado', 'ADJ'), ('incluso', 'ADV'), ('mediante', 'ADP'), ('asistencia', 'NOUN'), ('financiero', 'ADJ'), ('técnico', 'ADJ'), ('para', 'ADP'), ('poder', 'AUX'), ('construir', 'VERB'), ('edificio', 'NOUN'), ('utilizar', 'VERB'), ('material', 'NOUN'), ('local', 'ADJ')]"
G12T1,"Garantizar modalidades de consumo y producción sostenibles. Aplicar el Marco Decenal de Programas sobre Modalidades de Consumo y Producción Sostenibles, con la participación de todos los países y bajo el liderazgo de los países desarrollados, teniendo en cuenta el grado de desarrollo y las capacidades de los países en desarrollo. Garantizar modalidades de consumo y producción sostenibles","[('garantizar', 'VERB'), ('modalidad', 'NOUN'), ('de', 'ADP'), ('consumo', 'NOUN'), ('y', 'CCONJ'), ('producción', 'NOUN'), ('sostenible', 'ADJ'), ('.', 'PUNCT'), ('aplicar', 'VERB'), ('el', 'DET'), ('Marco', 'PROPN'), ('Decenal', 'PROPN'), ('Programas', 'PROPN'), ('sobre', 'ADP'), ('Modalidades', 'PROPN'), ('Consumo', 'PROPN'), ('Producción', 'PROPN'), ('Sostenibles', 'PROPN'), (',', 'PUNCT'), ('con', 'ADP'), ('participación', 'NOUN'), ('todo', 'DET'), ('país', 'NOUN'), ('bajo', 'ADP'), ('liderazgo', 'NOUN'), ('desarrollado', 'ADJ'), ('tener', 'VERB'), ('en', 'ADP'), ('cuenta', 'NOUN'), ('grado', 'NOUN'), ('desarrollo', 'NOUN'), ('capacidad', 'NOUN')]"
G12T2,"Garantizar modalidades de consumo y producción sostenibles. De aquí a 2030, lograr la gestión sostenible y el uso eficiente de los recursos naturales. Garantizar modalidades de consumo y producción sostenibles","[('garantizar', 'VERB'), ('modalidad', 'NOUN'), ('de', 'ADP'), ('consumo', 'NOUN'), ('y', 'CCONJ'), ('producción', 'NOUN'), ('sostenible', 'ADJ'), ('.', 'PUNCT'), ('aquí', 'ADV'), ('a', 'ADP'), ('2030', 'NUM'), (',', 'PUNCT'), ('lograr', 'VERB'), ('el', 'DET'), ('gestión', 'NOUN'), ('uso', 'NOUN'), ('eficiente', 'ADJ'), ('recurso', 'NOUN'), ('natural', 'ADJ')]"
G12T3,"Garantizar modalidades de consumo y producción sostenibles. De aquí a 2030, reducir a la mitad el desperdicio de alimentos per capita mundial en la venta al por menor y a nivel de los consumidores y reducir las pérdidas de alimentos en las cadenas de producción y suministro, incluidas las pérdidas posteriores a la cosecha. Garantizar modalidades de consumo y producción sostenibles","[('garantizar', 'VERB'), ('modalidad', 'NOUN'), ('de', 'ADP'), ('consumo', 'NOUN'), ('y', 'CCONJ'), ('producción', 'NOUN'), ('sostenible', 'ADJ'), ('.', 'PUNCT'), ('aquí', 'ADV'), ('a', 'ADP'), ('2030', 'NUM'), (',', 'PUNCT'), ('reducir', 'VERB'), ('el', 'DET'), ('mitad', 'NOUN'), ('desperdicio', 'NOUN'), ('alimento', 'NOUN'), ('per', 'ADP'), ('capita', 'PROPN'), ('mundial', 'ADJ'), ('en', 'ADP'), ('venta', 'NOUN'), ('al', 'ADP'), ('por', 'ADP'), ('menor', 'ADJ'), ('nivel', 'NOUN'), ('consumidor', 'NOUN'), ('pérdida', 'NOUN'), ('cadena', 'NOUN'), ('suministro', 'NOUN'), ('incluir', 'VERB'), ('posterior', 'ADJ'), ('cosecha', 'NOUN')]"
G12T4,"Garantizar modalidades de consumo y producción sostenibles. De aquí a 2020, lograr la gestión ecológicamente racional de los productos químicos y de todos los desechos a lo largo de su ciclo de vida, de conformidad con los marcos internacionales convenidos, y reducir significativamente su liberación a la atmósfera, el agua y el suelo a fin de minimizar sus efectos adversos en la salud humana y el medio ambiente. Garantizar modalidades de consumo y producción sostenibles","[('garantizar', 'VERB'), ('modalidad', 'NOUN'), ('de', 'ADP'), ('consumo', 'NOUN'), ('y', 'CCONJ'), ('producción', 'NOUN'), ('sostenible', 'ADJ'), ('.', 'PUNCT'), ('aquí', 'ADV'), ('a', 'ADP'), ('2020', 'NOUN'), (',', 'PUNCT'), ('lograr', 'VERB'), ('el', 'DET'), ('gestión', 'NOUN'), ('ecológicamente', 'ADV'), ('racional', 'ADJ'), ('producto', 'NOUN'), ('químico', 'ADJ'), ('todo', 'DET'), ('desecho', 'NOUN'), ('él', 'PRON'), ('largo', 'NOUN'), ('su', 'DET'), ('ciclo', 'NOUN'), ('vida', 'NOUN'), ('conformidad', 'NOUN'), ('con', 'ADP'), ('marco', 'NOUN'), ('internacional', 'ADJ'), ('convenido', 'ADJ'), ('reducir', 'VERB'), ('significativamente', 'ADV'), ('liberación', 'NOUN'), ('atmósfera', 'NOUN'), ('agua', 'NOUN'), ('suelo', 'NOUN'), ('fin', 'NOUN'), ('minimizar', 'VERB'), ('efecto', 'NOUN'), ('adverso', 'ADJ'), ('en', 'ADP'), ('salud', 'NOUN'), ('humano', 'ADJ'), ('medio', 'NOUN'), ('ambiente', 'NOUN')]"
G12T5,"Garantizar modalidades de consumo y producción sostenibles. De aquí a 2030, reducir considerablemente la generación de desechos mediante actividades de prevención, reducción, reciclado y reutilización. Garantizar modalidades de consumo y producción sostenibles","[('garantizar', 'VERB'), ('modalidad', 'NOUN'), ('de', 'ADP'), ('consumo', 'NOUN'), ('y', 'CCONJ'), ('producción', 'NOUN'), ('sostenible', 'ADJ'), ('.', 'PUNCT'), ('aquí', 'ADV'), ('a', 'ADP'), ('2030', 'NUM'), (',', 'PUNCT'), ('reducir', 'VERB'), ('considerablemente', 'ADV'), ('el', 'DET'), ('generación', 'NOUN'), ('desecho', 'NOUN'), ('mediante', 'ADP'), ('actividad', 'NOUN'), ('prevención', 'NOUN'), ('reducción', 'NOUN'), ('reciclado', 'ADJ'), ('reutilización', 'NOUN')]"
G12T6,"Garantizar modalidades de consumo y producción sostenibles. Alentar a las empresas, en especial las grandes empresas y las empresas transnacionales, a que adopten prácticas sostenibles e incorporen información sobre la sostenibilidad en su ciclo de presentación de informes. Garantizar modalidades de consumo y producción sostenibles","[('garantizar', 'VERB'), ('modalidad', 'NOUN'), ('de', 'ADP'), ('consumo', 'NOUN'), ('y', 'CCONJ'), ('producción', 'NOUN'), ('sostenible', 'ADJ'), ('.', 'PUNCT'), ('alentar', 'VERB'), ('a', 'ADP'), ('el', 'DET'), ('empresa', 'NOUN'), (',', 'PUNCT'), ('en', 'ADP'), ('especial', 'ADJ'), ('grande', 'ADJ'), ('transnacional', 'ADJ'), ('que', 'SCONJ'), ('adoptar', 'VERB'), ('práctica', 'NOUN'), ('e', 'CCONJ'), ('incorporar', 'VERB'), ('información', 'NOUN'), ('sobre', 'ADP'), ('sostenibilidad', 'NOUN'), ('su', 'DET'), ('ciclo', 'NOUN'), ('presentación', 'NOUN'), ('informe', 'NOUN')]"
G12T7,"Garantizar modalidades de consumo y producción sostenibles. Promover prácticas de adquisición pública que sean sostenibles, de conformidad con las políticas y prioridades nacionales. Garantizar modalidades de consumo y producción sostenibles","[('garantizar', 'VERB'), ('modalidad', 'NOUN'), ('de', 'ADP'), ('consumo', 'NOUN'), ('y', 'CCONJ'), ('producción', 'NOUN'), ('sostenible', 'ADJ'), ('.', 'PUNCT'), ('promover', 'VERB'), ('práctica', 'NOUN'), ('adquisición', 'NOUN'), ('público', 'ADJ'), ('que', 'PRON'), ('ser', 'AUX'), (',', 'PUNCT'), ('conformidad', 'NOUN'), ('con', 'ADP'), ('el', 'DET'), ('política', 'NOUN'), ('prioridad', 'NOUN'), ('nacional', 'ADJ')]"
